object,exists_live,app_ops,app_file_count,app_files_sample,probable_intended_target,finding,severity
opd_tokens,TABLE,READ|UPDATE|INSERT|DELETE,30,src/components/analytics/DepartmentDetailModal.tsx ; src/components/ayush/ConsultationTab.tsx ; src/components/clinical/OverdueFollowupBanner.tsx ; src/components/opd/ConsultationWorkspace.tsx,,ok,OK
opd_visits,TABLE,READ|INSERT,3,src/components/dashboard/drilldowns/OPDDrillDown.tsx ; src/hooks/useDashboardData.ts ; supabase/functions/seed-dashboard/index.ts,,ok,OK
ophthalmology_records,TABLE,READ|INSERT|UPDATE,1,src/components/specialty/OphthalmologySheet.tsx,,ok,OK
organ_donations,TABLE,READ|INSERT,1,src/pages/mortuary/MortuaryPage.tsx,,ok,OK
ot_cases,MISSING,READ,2,src/components/ipd/PreDischargeLeakageBanner.tsx ; src/pages/portal/PortalHealthStoryPage.tsx,ot_schedules,CONTRACT VIOLATION - runtime error/silent failure,HIGH
ot_checklist_custom_items,TABLE,READ|INSERT|DELETE,2,src/pages/settings/SettingsOTChecklistPage.tsx ; e2e/phase-02-settings/P2G.clinical.masters.spec.ts,,ok,OK
ot_checklists,TABLE,INSERT|READ|UPDATE,3,src/components/ot/BookOTModal.tsx ; src/components/ot/EndCaseModal.tsx ; src/components/ot/tabs/WHOChecklistTab.tsx,,ok,OK
ot_consumables,TABLE,READ|INSERT|DELETE|UPDATE,1,src/components/ot/tabs/OTImplantsConsumablesTab.tsx,,ok,OK
ot_equipment_checklist,TABLE,READ|INSERT|UPDATE,1,src/components/ot/tabs/OTTeamTab.tsx,,ok,OK
ot_implants,TABLE,READ|INSERT|DELETE|UPDATE,5,src/components/ot/EndCaseModal.tsx ; src/components/ot/tabs/OTBillingTab.tsx ; src/components/ot/tabs/OTImplantsConsumablesTab.tsx ; src/lib/ipdBilling.ts,,ok,OK
ot_instrument_counts,TABLE,READ|INSERT|UPDATE,1,src/components/ot/tabs/WHOChecklistTab.tsx,,ok,OK
ot_rooms,TABLE,READ|INSERT,3,src/components/emergency/EmergencyWorkspace.tsx ; src/components/ot/OTOptimizerPanel.tsx ; src/pages/ot/OTPage.tsx,,ok,OK
ot_schedules,TABLE,READ|INSERT|UPDATE,29,src/components/billing/LeakageScanner.tsx ; src/components/billing/RevenueIntelligencePanel.tsx ; src/components/blood-bank/BloodDemandForecastPanel.tsx ; src/components/blood-bank/ReportsTab.tsx,,ok,OK
ot_team_members,TABLE,READ|INSERT|UPDATE,1,src/components/ot/tabs/OTTeamTab.tsx,,ok,OK
outcome_scores,TABLE,READ|INSERT,1,src/pages/physio/PhysioPage.tsx,,ok,OK
overtime_requests,TABLE,READ|UPDATE|INSERT,2,src/components/hr/AttendanceApprovalsPanel.tsx ; src/pages/hr/MyHRPage.tsx,,ok,OK
package_bookings,TABLE,INSERT|UPDATE|READ,8,src/components/packages/BookPackageModal.tsx ; src/components/packages/CorporateTab.tsx ; src/components/packages/PackageAnalyticsTab.tsx ; src/components/packages/ProgressTrackerTab.tsx,,ok,OK
package_extras,TABLE,READ,1,src/lib/packageGuard.ts,,ok,OK
package_inclusions,TABLE,READ,1,src/lib/packageGuard.ts,,ok,OK
pacs_connectors,TABLE,READ|INSERT|UPDATE,2,src/pages/settings/IntegrationsHubPage.tsx ; e2e/phase-02-settings/P2I.integrations.spec.ts,,ok,OK
pacu_assessments,TABLE,READ|INSERT,2,src/components/ot/tabs/PACUTab.tsx ; src/components/specialty/AnaesthesiaSheet.tsx,,ok,OK
pain_audit_records,TABLE,READ|INSERT|DELETE,1,src/components/quality/PainManagementTab.tsx,,ok,OK
palliative_care_plans,TABLE,READ|INSERT|UPDATE,1,src/components/ipd/tabs/PalliativeCareTab.tsx,,ok,OK
panchakarma_schedules,TABLE,READ|INSERT|UPDATE,2,src/components/ayush/PanchakarmaTab.tsx ; src/pages/ayush/AyushPage.tsx,,ok,OK
partograph_entries,TABLE,READ|INSERT,1,src/components/specialty/Partograph.tsx,,ok,OK
pathology_cases,TABLE,READ|INSERT|UPDATE,2,src/components/lab/PathologyCaseList.tsx ; src/components/lab/PathologyCaseWorkspace.tsx,,ok,OK
patient_abha_profiles,TABLE,READ|INSERT,10,src/components/abdm/ConsentStatusBanner.tsx ; src/components/dashboard/ABDMComplianceCard.tsx ; src/pages/ABDMComplianceDashboard.tsx ; supabase/functions/abdm-abha-create/index.ts,,ok,OK
patient_acquisition,TABLE,READ|INSERT,4,src/components/crm/ReferralPatternAnalyser.tsx ; src/components/opd/WalkInModal.tsx ; src/components/patients/PatientRegistrationModal.tsx ; src/pages/crm/CRMPage.tsx,,ok,OK
patient_ai_context,TABLE,READ|INSERT,4,src/hooks/usePatientAIContext.ts ; src/pages/patients/PatientSummaryPage.tsx ; supabase/functions/ai-clinical-voice/index.ts ; supabase/functions/update-patient-ai-context/index.ts,,ok,OK
patient_consents,TABLE,INSERT|READ|DELETE,8,src/components/consent/ConsentSignatureModal.tsx ; src/components/insurance/ClaimBundleGenerator.tsx ; src/components/ipd/IPDWorkspace.tsx ; src/components/opd/WalkInModal.tsx,,ok,OK
patient_documents,TABLE,READ|INSERT|DELETE,4,src/components/clinical/PatientDocuments.tsx ; src/components/insurance/PreAuthQualityGate.tsx ; e2e/phase-03-patient-records/P3I.documents.spec.ts ; e2e/phase-03-patient-records/purge-helpers.ts,,ok,OK
patient_feedback,TABLE,INSERT,1,src/pages/portal/PortalFeedback.tsx,,ok,OK
patient_history_digests,TABLE,UPDATE|READ|INSERT,3,src/components/clinical/PatientHistoryTimeline.tsx ; src/lib/historyDigest.ts ; supabase/functions/ai-history-digest/index.ts,,ok,OK
patient_history_ingest_jobs,TABLE,READ|INSERT|UPDATE,3,src/components/clinical/PatientHistoryUploadPanel.tsx ; supabase/functions/ai-history-digest/index.ts ; supabase/functions/ai-history-ingest/index.ts,,ok,OK
patient_history_source_chunks,TABLE,READ|UPDATE|INSERT,2,supabase/functions/ai-history-digest/index.ts ; supabase/functions/ai-history-ingest/index.ts,,ok,OK
patient_history_sources,TABLE,READ|INSERT|UPDATE,3,src/components/clinical/PatientHistoryUploadPanel.tsx ; supabase/functions/ai-history-digest/index.ts ; supabase/functions/ai-history-ingest/index.ts,,ok,OK
patient_portal_sessions,TABLE,READ|INSERT|UPDATE,1,src/pages/portal/PortalLogin.tsx,,ok,OK
patient_rights_acknowledgements,TABLE,READ|INSERT,1,src/pages/pro/PROPage.tsx,,ok,OK
patient_segments,TABLE,READ|INSERT,1,src/pages/crm/CRMPage.tsx,,ok,OK
patient_vitals,MISSING,READ,1,src/pages/portal/PortalHealthCoachPage.tsx,ipd_vitals / nursing_vitals,CONTRACT VIOLATION - runtime error/silent failure,HIGH
patient_voice_sessions,TABLE,INSERT,1,supabase/functions/bhashini-patient-transcribe/index.ts,,ok,OK
patients,TABLE,READ|INSERT|UPDATE|DELETE,127,src/components/ayush/PanchakarmaTab.tsx ; src/components/ayush/PrakritiTab.tsx ; src/components/billing/AdvanceReceiptModal.tsx ; src/components/billing/BillEditor.tsx,,ok,OK
payer_masters,TABLE,READ|UPDATE|INSERT|DELETE,7,src/components/ipd/AdmitPatientModal.tsx ; src/components/opd/WalkInModal.tsx ; src/lib/creditLimitCheck.ts ; src/pages/settings/SettingsPayerMastersPage.tsx,,ok,OK
payment_links,TABLE,INSERT|READ|UPDATE,5,src/components/billing/CollectionCampaignModal.tsx ; src/components/billing/tabs/CollectionsTab.tsx ; src/lib/paymentLinks.ts ; src/pages/billing/PaymentsPage.tsx,,ok,OK
payroll_hooks,TABLE,READ|INSERT,1,src/components/hr/PayrollIntegrationsTab.tsx,,ok,OK
payroll_items,TABLE,INSERT|READ|UPDATE,3,src/components/hr/PayrollTab.tsx ; src/lib/payrollExports.ts ; src/pages/hr/MyHRPage.tsx,,ok,OK
payroll_runs,TABLE,READ|INSERT|UPDATE,5,src/components/hr/HRReportsTab.tsx ; src/components/hr/PayrollIntegrationsTab.tsx ; src/components/hr/PayrollRunTab.tsx ; src/components/hr/PayrollTab.tsx,,ok,OK
payslips,TABLE,READ|INSERT,4,src/components/hr/PayrollIntegrationsTab.tsx ; src/components/hr/PayrollRunTab.tsx ; src/lib/payrollExports.ts ; src/pages/hr/MyHRPage.tsx,,ok,OK
pcpndt_form_f,TABLE,INSERT|UPDATE|READ,7,src/components/radiology/NewRadiologyOrderModal.tsx ; src/components/radiology/RadiologyReportingWorkspace.tsx ; src/lib/investigationSync.ts ; src/pages/hmis/HMISPage.tsx,,ok,OK
pcpndt_records,TABLE,READ|INSERT|UPDATE,4,src/components/radiology/PCPNDTFormModal.tsx ; src/components/radiology/RadiologyReportingWorkspace.tsx ; src/pages/radiology/PCPNDTRegisterPage.tsx ; e2e/phase-05-lab-radiology/lab-rad-helpers.ts,,ok,OK
pcpndt_settings,TABLE,READ|INSERT|UPDATE,6,src/pages/settings/SettingsRadiologyPage.tsx ; e2e/phase-02-settings/P2G.clinical.alerts-radiology.spec.ts ; e2e/phase-02-settings/P2J.downstream.spec.ts ; e2e/phase-05-lab-radiology/P5G.pcpndt-form-f.spec.ts,,ok,OK
performance_appraisals,TABLE,READ|INSERT,1,src/components/hr/PerformanceAppraisalTab.tsx,,ok,OK
periodontal_charts,TABLE,INSERT,1,src/components/dental/PeriodontalTab.tsx,,ok,OK
pharmacy_dispenses,MISSING,READ,1,src/pages/platform/HospitalDetailPage.tsx,pharmacy_dispensing,CONTRACT VIOLATION - runtime error/silent failure,HIGH
pharmacy_dispensing,TABLE,READ|UPDATE|INSERT,18,src/components/billing/LeakageScanner.tsx ; src/components/billing/RevenueIntelligencePanel.tsx ; src/components/billing/UnbilledServicesModal.tsx ; src/components/emergency/EmergencyWorkspace.tsx,,ok,OK
pharmacy_dispensing_items,TABLE,READ|INSERT|UPDATE,13,src/components/billing/UnbilledServicesModal.tsx ; src/components/inventory/DrugForecastPanel.tsx ; src/components/patients/PatientTimelineDrawer.tsx ; src/components/pharmacy/ip/DispensingWorkspace.tsx,,ok,OK
pharmacy_return_audit,TABLE,INSERT,1,src/lib/pharmacyReturns.ts,,ok,OK
pharmacy_stock_alerts,TABLE,READ|UPDATE|INSERT,3,src/components/pharmacy/StockAlertsDrawer.tsx ; src/pages/pharmacy/PharmacyPage.tsx ; supabase/functions/seed-pharmacy/index.ts,,ok,OK
pharmacy_supplier_returns,TABLE,INSERT,1,src/components/pharmacy/ExpiryControlTab.tsx,,ok,OK
pharmacy_waste_disposal,TABLE,INSERT,1,src/components/pharmacy/ExpiryControlTab.tsx,,ok,OK
phi_access_audit,TABLE,INSERT,1,supabase/functions/upsert-patient-phi/index.ts,,ok,OK
phi_backfill_log,TABLE,READ|INSERT|UPDATE,2,src/lib/key-rotation.ts ; supabase/functions/phi-backfill-encrypt/index.ts,,ok,OK
phi_encryption_keys,TABLE,READ|INSERT,2,src/lib/key-rotation.ts ; supabase/functions/_shared/phi-crypto.ts,,ok,OK
physio_equipment_bookings,TABLE,READ|UPDATE|INSERT,1,src/pages/physio/PhysioPage.tsx,,ok,OK
physio_referrals,TABLE,INSERT|READ|UPDATE,3,src/components/ipd/IPDWorkspace.tsx ; src/components/opd/ConsultationWorkspace.tsx ; src/pages/physio/PhysioPage.tsx,,ok,OK
physio_sessions,TABLE,READ|INSERT|UPDATE,1,src/pages/physio/PhysioPage.tsx,,ok,OK
plan_features,TABLE,READ|INSERT,6,src/contexts/HospitalContext.tsx ; src/hooks/useSubscriptionConfig.ts ; src/pages/platform/HospitalDetailPage.tsx ; src/pages/platform/PlansManagerPage.tsx,,ok,OK
platform_ai_keys,TABLE,READ|INSERT|UPDATE,8,src/components/voice/VoiceDictationButton.tsx ; src/pages/platform/PlatformAIConfigPage.tsx ; supabase/functions/ai-clinical-voice/index.ts ; supabase/functions/ai-proxy/index.ts,,ok,OK
platform_ai_provider_config,TABLE,READ|UPDATE|INSERT,3,src/lib/aiProvider.ts ; src/pages/platform/PlatformAIConfigPage.tsx ; supabase/functions/_shared/ai-config.ts,,ok,OK
platform_billing_settings,TABLE,INSERT|READ,4,src/pages/platform/PlatformSettingsPage.tsx ; supabase/functions/generate-invoice/index.ts ; supabase/functions/trial-lifecycle-cron/index.ts ; supabase/functions/_shared/platform-razorpay-config.ts,,ok,OK
platform_feature_flag_overrides,TABLE,READ|INSERT|DELETE,1,src/pages/platform/FeatureFlagsPage.tsx,,ok,OK
platform_feature_flags,TABLE,READ|INSERT|UPDATE|DELETE,1,src/pages/platform/FeatureFlagsPage.tsx,,ok,OK
platform_incident_updates,TABLE,READ|INSERT|UPDATE,2,src/pages/platform/IncidentsPage.tsx ; src/pages/public/PublicStatusPage.tsx,,ok,OK
platform_incidents,TABLE,READ|INSERT|UPDATE,2,src/pages/platform/IncidentsPage.tsx ; src/pages/public/PublicStatusPage.tsx,,ok,OK
platform_metrics_registry,TABLE,READ,1,src/components/platform/MetricInfoIcon.tsx,,ok,OK
platform_onboarding_tours,TABLE,READ,2,src/components/onboarding/OnboardingTour.tsx ; src/pages/platform/CustomerSuccessPage.tsx,,ok,OK
platform_payment_config_status,VIEW,READ,1,src/pages/platform/PlatformSettingsPage.tsx,,ok,OK
platform_settings,TABLE,READ|INSERT,4,src/pages/platform/PlatformSettingsPage.tsx ; supabase/functions/register-hospital/index.ts ; supabase/functions/send-signup-otp/index.ts ; supabase/functions/_shared/platform-rate.ts,,ok,OK
platform_support_tickets,TABLE,READ|INSERT|UPDATE|DELETE,3,src/pages/platform/SupportConsolePage.tsx ; src/pages/settings/SettingsSupportPage.tsx ; e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,,ok,OK
platform_training_videos,TABLE,READ|INSERT|UPDATE,3,src/pages/platform/CustomerSuccessPage.tsx ; src/pages/settings/SettingsTrainingPage.tsx ; e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,,ok,OK
pm_schedules,TABLE,READ|UPDATE|INSERT,5,src/components/biomedical/AlertsTab.tsx ; src/components/biomedical/EquipmentTab.tsx ; src/components/biomedical/MaintenanceTab.tsx ; src/components/biomedical/PredictiveMaintenanceSection.tsx,,ok,OK
pmjay_claims,TABLE,READ|UPDATE|INSERT,6,src/components/insurance/UnifiedAgeingView.tsx ; src/components/pharmacy/ip/DrugReturnModal.tsx ; src/components/pmjay/PmjayAnalyticsTab.tsx ; src/components/pmjay/PmjayClaimsTab.tsx,,ok,OK
pmjay_package_master,TABLE,READ,1,supabase/functions/pmjay-claim-submit/index.ts,,ok,OK
pmjay_packages,TABLE,READ|INSERT,3,src/components/mrd/ICDCodingTab.tsx ; src/components/pmjay/PmjayPackagesTab.tsx ; src/components/pmjay/PmjayPreAuthTab.tsx,,ok,OK
po_approval_rules,TABLE,READ|INSERT|DELETE,1,src/components/inventory/PurchaseOrdersPanel.tsx,,ok,OK
po_items,TABLE,READ|UPDATE|INSERT,4,src/components/inventory/GRNPanel.tsx ; src/components/inventory/PurchaseOrdersPanel.tsx ; src/components/inventory/RfqPanel.tsx ; src/pages/inventory/ProcurementRecommendationsPage.tsx,,ok,OK
portal_chat_messages,TABLE,READ|INSERT|DELETE,1,src/pages/portal/PortalChatPage.tsx,,ok,OK
prakriti_assessments,TABLE,READ|INSERT,1,src/components/ayush/PrakritiTab.tsx,,ok,OK
pre_auth_requests,TABLE,INSERT|READ|UPDATE,3,src/components/ipd/AdmitPatientModal.tsx ; src/components/pmjay/PmjayAnalyticsTab.tsx ; src/components/pmjay/PmjayPreAuthTab.tsx,,ok,OK
prescription_history,MISSING,READ|INSERT,1,src/components/opd/ConsultationWorkspace.tsx,prescriptions,CONTRACT VIOLATION - runtime error/silent failure,CRITICAL
prescriptions,TABLE,INSERT|UPDATE|READ,23,src/components/ipd/IPDWorkspace.tsx ; src/components/opd/ConsultationWorkspace.tsx ; src/components/opd/PatientSummary.tsx ; src/components/patients/PatientPrintHubModal.tsx,,ok,OK
preventive_screenings,TABLE,READ|INSERT,1,src/components/opd/tabs/ScreeningsTab.tsx,,ok,OK
procurement_recommendations,TABLE,READ|UPDATE|INSERT,2,src/pages/hod/HODDashboardPage.tsx ; src/pages/inventory/ProcurementRecommendationsPage.tsx,,ok,OK
product_analytics_events,TABLE,INSERT,1,src/lib/trackEvent.ts,,ok,OK
product_modes,TABLE,READ|UPDATE|INSERT,3,src/contexts/ProductModeContext.tsx ; src/pages/setup/steps/Step7bModules.tsx ; supabase/functions/register-hospital/index.ts,,ok,OK
prom_prem_surveys,TABLE,READ|INSERT|UPDATE,3,src/components/analytics/PROMAnalyticsTab.tsx ; src/hooks/useAnalyticsData.ts ; src/pages/portal/PROMAResponsePage.tsx,,ok,OK
prompt_registry,TABLE,READ,8,src/pages/portal/PortalChatPage.tsx ; src/pages/portal/PortalHealthCoachPage.tsx ; src/pages/portal/PortalHealthStoryPage.tsx ; supabase/functions/ai-clarifying-questions/index.ts,,ok,OK
psychometric_assessments,TABLE,READ|INSERT,1,src/components/mental-health/MHPsychometricTab.tsx,,ok,OK
purchase_indents,MISSING,INSERT,1,src/components/inventory/InventoryDemandReview.tsx,store_indents / purchase_requisitions,CONTRACT VIOLATION - runtime error/silent failure,CRITICAL
purchase_orders,TABLE,READ|UPDATE|INSERT,5,src/components/inventory/GRNPanel.tsx ; src/components/inventory/PurchaseOrdersPanel.tsx ; src/components/inventory/RfqPanel.tsx ; src/components/inventory/VendorsPanel.tsx,,ok,OK
purchase_requisitions,TABLE,UPDATE|READ|INSERT,1,src/components/inventory/RfqPanel.tsx,,ok,OK
push_notifications,TABLE,READ|INSERT,2,src/pages/platform/MobileAppPage.tsx ; supabase/functions/send-push-notification/index.ts,,ok,OK
qi_cycles,TABLE,READ|UPDATE|INSERT,1,src/pages/quality/QIProjectsPage.tsx,,ok,OK
qi_projects,TABLE,INSERT|READ|UPDATE,2,src/pages/quality/ClinicalAuditPage.tsx ; src/pages/quality/QIProjectsPage.tsx,,ok,OK
quality_indicator_definitions,TABLE,READ|INSERT,2,src/components/quality/QualityIndicatorsTab.tsx ; src/tests/security/quality-indicators-rls.test.ts,,ok,OK
quality_indicator_overrides,TABLE,READ,1,src/tests/security/quality-indicators-rls.test.ts,,ok,OK
quality_indicators,TABLE,READ|INSERT,4,src/components/quality/QualityIndicatorsTab.tsx ; src/pages/quality/QualityPage.tsx ; src/tests/security/quality-indicators-rls.test.ts ; supabase/functions/ai-nabh-indicator-alert/index.ts,,ok,OK
quality_indicators_current,VIEW,READ,8,src/components/analytics/CustomReportBuilder.tsx ; src/components/analytics/ExportModal.tsx ; src/components/analytics/NationalBenchmarkTab.tsx ; src/components/analytics/QualityTab.tsx,,ok,OK
queue_state,TABLE,INSERT,1,src/components/opd/TokenQueue.tsx,,ok,OK
quotation_items,TABLE,INSERT,1,src/components/inventory/RfqPanel.tsx,,ok,OK
radiology_modalities,TABLE,READ|INSERT|UPDATE|DELETE,9,src/components/emergency/EmergencyWorkspace.tsx ; src/components/radiology/NewRadiologyOrderModal.tsx ; src/lib/investigationSync.ts ; src/pages/radiology/RadiologyPage.tsx,,ok,OK
radiology_orders,TABLE,READ|UPDATE|DELETE|INSERT,38,src/components/billing/LeakageScanner.tsx ; src/components/billing/RevenueIntelligencePanel.tsx ; src/components/billing/UnbilledServicesModal.tsx ; src/components/emergency/EmergencyWorkspace.tsx,,ok,OK
radiology_reports,TABLE,READ|INSERT|UPDATE,8,src/components/ot/PreOpLabsBanner.tsx ; src/components/radiology/NewRadiologyOrderModal.tsx ; src/components/radiology/RadiologyReportingWorkspace.tsx ; src/pages/portal/PatientPortalReportsPage.tsx,,ok,OK
radiology_study_master,TABLE,READ|INSERT|UPDATE|DELETE,15,src/components/opd/ConsultationWorkspace.tsx ; src/components/opd/tabs/RxOrdersTab.tsx ; src/components/packages/CreatePackageModal.tsx ; src/components/radiology/NewRadiologyOrderModal.tsx,,ok,OK
razorpay_webhook_log,TABLE,INSERT,2,supabase/functions/razorpay-subscription-webhook/index.ts ; supabase/functions/razorpay-webhook/index.ts,,ok,OK
reconciliation_discrepancies,TABLE,INSERT,1,src/components/ipd/MedReconciliationPanel.tsx,,ok,OK
record_access_logs,TABLE,INSERT|READ,2,src/lib/ims.ts ; src/pages/ims/IMSAccessLogsPage.tsx,,ok,OK
record_requests,TABLE,READ|INSERT|UPDATE,2,src/components/mrd/RecordRequestsTab.tsx ; src/pages/mrd/MRDPage.tsx,,ok,OK
record_retention_policies,TABLE,READ|INSERT,2,src/pages/settings/SettingsRecordRetentionPage.tsx ; e2e/phase-02-settings/P2I.data-audit.spec.ts,,ok,OK
referral_codes,TABLE,READ|INSERT|UPDATE,2,src/pages/platform/ReferralsPage.tsx ; supabase/functions/register-hospital/index.ts,,ok,OK
referral_doctors,TABLE,READ|UPDATE|INSERT,5,src/components/crm/ReferralPatternAnalyser.tsx ; src/components/opd/WalkInModal.tsx ; src/components/patients/PatientRegistrationModal.tsx ; src/components/shared/AddReferralDoctorModal.tsx,,ok,OK
referral_partners,TABLE,READ|INSERT|UPDATE,1,src/pages/platform/ReferralsPage.tsx,,ok,OK
referral_redemptions,TABLE,READ|INSERT,2,src/pages/platform/ReferralsPage.tsx ; supabase/functions/register-hospital/index.ts,,ok,OK
refund_payables,TABLE,READ|INSERT,7,src/components/billing/RefundApprovalsInbox.tsx ; src/components/billing/RefundModal.tsx ; src/lib/pharmacyReturns.ts ; src/lib/refundRequests.ts,,ok,OK
report_schedules,TABLE,INSERT|READ|UPDATE|DELETE,3,src/components/analytics/ScheduleReportModal.tsx ; src/pages/settings/SettingsReportSchedulesPage.tsx ; e2e/phase-02-settings/P2H.communications.spec.ts,,ok,OK
requisition_items,TABLE,READ|INSERT,1,src/components/inventory/RfqPanel.tsx,,ok,OK
research_cohorts,TABLE,READ|INSERT,1,src/pages/research/ResearchPlatformPage.tsx,,ok,OK
restraint_records,TABLE,READ|INSERT|UPDATE,1,src/components/nursing/RestraintRecordsTab.tsx,,ok,OK
retention_schedules,TABLE,READ|UPDATE,2,src/components/mrd/RetentionTab.tsx ; src/pages/mrd/MRDPage.tsx,,ok,OK
revenue_alerts,TABLE,READ|INSERT|UPDATE,2,src/components/billing/RevenueIntelligencePanel.tsx ; src/components/billing/tabs/LineItemsTab.tsx,,ok,OK
revenue_leak_actions,TABLE,UPDATE|INSERT|READ,2,src/components/analytics/RevenueLeakDetector.tsx ; supabase/functions/ai-revenue-leak-detector/index.ts,,ok,OK
rfq_vendors,TABLE,READ|INSERT,1,src/components/inventory/RfqPanel.tsx,,ok,OK
rfqs,TABLE,READ|UPDATE|INSERT,1,src/components/inventory/RfqPanel.tsx,,ok,OK
role_permissions,TABLE,READ|UPDATE|INSERT|DELETE,5,src/components/settings/StaffAccessPanel.tsx ; src/contexts/HospitalContext.tsx ; src/pages/settings/SettingsRolesPage.tsx ; src/pages/settings/SettingsStaffPage.tsx,,ok,OK
safety_event_capa,TABLE,READ|INSERT|UPDATE,2,src/components/safety/OverdueCAPABanner.tsx ; src/pages/quality/SafetyEventsPage.tsx,,ok,OK
safety_event_rca,TABLE,READ|INSERT|UPDATE,1,src/pages/quality/SafetyEventsPage.tsx,,ok,OK
safety_events,TABLE,READ|INSERT|UPDATE,5,src/components/safety/OverdueCAPABanner.tsx ; src/components/safety/QuickEventModal.tsx ; src/components/safety/ReportEventModal.tsx ; src/pages/quality/SafetyEventsPage.tsx,,ok,OK
safety_rounds,TABLE,READ|INSERT|DELETE,1,src/pages/fms/FMSDashboardPage.tsx,,ok,OK
salary_structures,TABLE,READ|INSERT,1,src/components/hr/SalaryStructureSetup.tsx,,ok,OK
scheme_beneficiaries,TABLE,READ|INSERT|UPDATE,2,src/components/pmjay/PmjayBeneficiariesTab.tsx ; src/components/pmjay/PmjayPreAuthTab.tsx,,ok,OK
second_victim_cases,TABLE,READ|INSERT|UPDATE,1,src/components/hr/SecondVictimTab.tsx,,ok,OK
second_victim_sessions,TABLE,READ|INSERT,1,src/components/hr/SecondVictimTab.tsx,,ok,OK
sedation_scores,TABLE,READ|INSERT,1,src/pages/ipd/ICUWorkspacePage.tsx,,ok,OK
sepsis_alerts,MISSING,READ|UPDATE|INSERT,2,src/components/ipd/tabs/IPDVitalsTab.tsx ; src/lib/clinicalPredictions.ts,(none - clinical_alerts is the closest),CONTRACT VIOLATION - runtime error/silent failure,CRITICAL
service_charges,TABLE,READ|UPDATE|INSERT,3,src/components/billing/RevenueLeak/LeakageDashboard.tsx ; src/components/oncology/DaycareBoardTab.tsx ; src/lib/serviceBilling.ts,,ok,OK
service_master,TABLE,READ|INSERT|UPDATE|DELETE,47,src/components/ayush/PanchakarmaTab.tsx ; src/components/billing/LeakageScanner.tsx ; src/components/billing/tabs/LineItemsTab.tsx ; src/components/blood-bank/RequestsTab.tsx,,ok,OK
service_rates,TABLE,READ|INSERT|UPDATE,5,src/lib/ipdBilling.ts ; src/lib/serviceRates.ts ; src/pages/settings/SettingsServicesPage.tsx ; e2e/phase-02-settings/P2D.structure.wards.spec.ts,,ok,OK
set_issues,TABLE,READ|INSERT|UPDATE,2,src/components/cssd/CSSDLogsTab.tsx ; src/components/cssd/IssueReturnTab.tsx,,ok,OK
settlement_reconciliation_flags,TABLE,READ|INSERT|UPDATE,2,src/pages/platform/RevenueDashboardPage.tsx ; supabase/functions/razorpay-settlement-reconcile/index.ts,,ok,OK
shift_master,TABLE,READ|INSERT|UPDATE|DELETE,5,src/components/hr/RosterTab.tsx ; src/pages/admin/GoLiveChecklistPage.tsx ; src/pages/settings/SettingsShiftsPage.tsx ; src/pages/setup/steps/Step4bShifts.tsx,,ok,OK
shift_swap_requests,TABLE,READ|INSERT|UPDATE,2,src/components/hr/ShiftSwapPanel.tsx ; src/pages/hr/MyHRPage.tsx,,ok,OK
signup_otp_verifications,TABLE,READ|UPDATE|INSERT,3,supabase/functions/register-hospital/index.ts ; supabase/functions/send-signup-otp/index.ts ; supabase/functions/verify-signup-otp/index.ts,,ok,OK
sms_notifications,TABLE,INSERT,1,supabase/functions/send-sms/index.ts,,ok,OK
staff_attendance,TABLE,READ|INSERT|UPDATE|DELETE,14,src/components/dashboard/drilldowns/DoctorsDrillDown.tsx ; src/components/hr/AttendanceApprovalsPanel.tsx ; src/components/hr/AttendanceCalendarView.tsx ; src/components/hr/AttendanceTab.tsx,,ok,OK
staff_burnout_scores,TABLE,READ|INSERT,1,src/components/hr/BurnoutRiskTab.tsx,,ok,OK
staff_credentials,TABLE,READ|INSERT|UPDATE|DELETE,7,src/components/hr/CredentialingTab.tsx ; src/components/hr/ExpiringCredentialsTab.tsx ; src/components/hr/HRReportsTab.tsx ; src/components/layout/CredentialExpiryBanner.tsx,,ok,OK
staff_documents,TABLE,READ|INSERT|UPDATE|DELETE,3,src/components/hr/StaffDocumentsTab.tsx ; src/contexts/CredentialAlertContext.tsx ; src/pages/hr/MyHRPage.tsx,,ok,OK
staff_exits,TABLE,READ|INSERT|UPDATE,1,src/components/hr/OffboardingTab.tsx,,ok,OK
staff_grievances,TABLE,READ|INSERT|UPDATE,1,src/components/hr/DisciplinaryGrievanceTab.tsx,,ok,OK
staff_injuries,TABLE,READ|INSERT|UPDATE,2,src/components/hr/HRReportsTab.tsx ; src/components/hr/StaffInjuriesTab.tsx,,ok,OK
staff_privileges,TABLE,READ|INSERT|UPDATE|DELETE,4,src/components/hr/PrivilegesTab.tsx ; src/components/hr/StaffPrivilegesPanel.tsx ; src/components/ot/OTCaseWorkspace.tsx ; src/pages/hr/HRPage.tsx,,ok,OK
staff_profiles,TABLE,READ|INSERT|DELETE|UPDATE,11,src/components/hr/LeaveManagementTab.tsx ; src/components/hr/OffboardingTab.tsx ; src/components/hr/PayrollTab.tsx ; src/components/hr/SalaryStructureSetup.tsx,,ok,OK
